latitude,longitude,k_value,lithology_name
55.88,-120.939,0.5117647058823529,sandstone
42.788,-120.91,0.6000000000000001,diatomite
53.114,-120.909,0.6263157894736843,sandstone
40.078,-120.904,0.6578947368421053,sandstone
45.634,-120.864,0.5900000000000001,sandstone
63.075,-120.825,0.5166666666666667,sandstone
49.065,-120.782,0.6090909090909091,sandstone
36.551,-120.728,0.4733333333333334,sandstone
39.405,-120.689,0.63,sandstone
35.458,-120.676,0.5235294117647059,sandstone
37.438,-120.574,0.625,sandstone
36.179,-120.49,0.4789473684210526,sandstone
34.916,-120.483,0.38,sandstone
40.065,-120.467,0.5599999999999999,sandstone
37.704,-120.431,0.6857142857142857,sandstone
50.676,-120.341,0.6687500000000001,greywacke
38.049,-120.335,0.7666666666666666,chert
35.389,-120.288,0.525,sandstone
56.178,-120.234,0.5473684210526316,sandstone
54.254,-120.18,0.4857142857142857,sandstone
35.756,-120.147,0.4714285714285714,sandstone
36.094,-120.134,0.47500000000000003,sandstone
35.618,-119.955,0.4714285714285714,sandstone
46.568,-119.951,0.45,sandstone
34.523,-119.949,0.43076923076923074,sandstone
36.503,-119.93,0.43333333333333335,sandstone
51.466,-119.911,0.655,sandstone
-19.452,-119.881,0.5,calcareous ooze
35.005,-119.853,0.4727272727272727,sandstone
35.575,-119.706,0.47500000000000003,sandstone
35.72,-119.63,0.4727272727272727,sandstone
35.308,-119.607,0.38,sandstone
39.21,-119.558,0.6464285714285715,siliciclastic
35.248,-119.392,0.38,sandstone
49.196,-119.352,0.7115384615384616,sandstone
44.252,-119.248,0.6190476190476191,sandstone
35.03,-119.22,0.36666666666666664,sandstone
35.441,-119.191,0.4727272727272727,sandstone
34.199,-119.186,0.4454545454545455,sandstone
53.295,-119.074,0.509090909090909,sandstone
41.458,-119.041,0.5517241379310345,siliciclastic
34.416,-118.958,0.4666666666666667,sandstone
58.673,-118.951,0.58125,sandstone
32.69,-118.92,0.575,sandstone
34.99,-118.89,0.49090909090909096,sandstone
43.051,-118.883,0.6357142857142858,breccia
63.378,-118.835,0.5882352941176471,sandstone
76.955,-118.719,0.5,sandstone
34.082,-118.714,0.5214285714285715,sandstone
35.246,-118.69,0.5384615384615384,sandstone
34.98,-118.66,0.55,sandstone
34.668,-118.656,0.4727272727272727,sandstone
34.303,-118.525,0.6100000000000001,sandstone
67.053,-118.455,0.6388888888888888,sandstone
34.453,-118.453,0.6047619047619048,sandstone
75.737,-118.417,0.5,sandstone
33.755,-118.332,0.48,sandstone
40.711,-118.241,0.603125,siliciclastic
37.3,-118.223,0.54375,sandstone
29.965,-118.101,0.4571428571428572,calcareous ooze
52.904,-117.914,0.44000000000000006,sandstone
64.99,-117.751,0.7166666666666667,arkose
38.231,-117.713,0.6379310344827587,siliciclastic
33.817,-117.684,0.6,sandstone
53.268,-117.594,0.50625,sandstone
50.449,-117.537,0.6920000000000001,sandstone
49.262,-117.532,0.6933333333333334,sandstone
33.911,-117.531,0.5952380952380952,sandstone
33.556,-117.524,0.4428571428571429,sandstone
43.709,-117.498,0.6090909090909091,sandstone
34.337,-117.472,0.5111111111111111,sandstone
34.98,-117.47,0.6230769230769231,gravel
44.995,-117.394,0.6052631578947368,siliciclastic
34.512,-117.328,0.7055555555555556,conglomerate
64.002,-117.303,0.7705882352941177,orthogneiss
33.166,-117.283,0.43846153846153846,sandstone
46.556,-117.199,0.6,greywacke
32.866,-117.15,0.4076923076923077,sandstone
50.996,-117.116,0.6888888888888889,sandstone
33.549,-117.087,0.6130434782608696,sandstone
32.566,-117.016,0.41,sandstone
39.155,-117.0,0.6148148148148148,sandstone
53.659,-116.987,0.5357142857142857,sandstone
34.89,-116.92,0.62,sandstone
36.453,-116.92,0.6228571428571429,siliciclastic
34.216,-116.858,0.6679999999999999,sandstone
63.196,-116.839,0.6777777777777778,carbonate
33.128,-116.741,0.42500000000000004,sandstone
51.493,-116.723,0.55,sandstone
48.608,-116.541,0.58,conglomerate
33.637,-116.5,0.6125,siliciclastic
34.8,-116.389,0.6285714285714287,sandstone
47.349,-116.35,0.5166666666666667,carbonate
51.031,-116.093,0.4444444444444444,sandstone
32.961,-116.002,0.6058823529411765,sandstone
42.186,-115.945,0.6542857142857144,siliciclastic
43.56,-115.92,0.5,gravel
40.99,-115.9,0.61875,sandstone
71.098,-115.858,0.6,sandstone
33.57,-115.85,0.6095238095238096,siliciclastic
34.846,-115.804,0.65625,sandstone
50.401,-115.797,0.5421052631578948,sandstone
33.937,-115.699,0.6625,sandstone
36.42,-115.434,0.50625,sandstone
60.756,-115.398,0.6192307692307693,sandstone
47.931,-115.392,0.5857142857142856,sandstone
35.433,-115.333,0.625,sandstone
49.669,-115.293,0.5333333333333333,sandstone
51.211,-115.264,0.5428571428571429,sandstone
76.073,-115.255,0.5,sandstone
54.826,-115.211,0.5349999999999999,sandstone
50.906,-114.989,0.48666666666666664,sandstone
43.233,-114.666,0.6100000000000001,sandstone
36.333,-114.65,0.58,sandstone
38.895,-114.645,0.5846153846153846,siliciclastic
37.78,-114.558,0.6230769230769231,siliciclastic
49.504,-114.386,0.5333333333333333,sandstone
44.15,-114.353,0.6206896551724138,sandstone
62.456,-114.351,0.7250000000000001,greywacke
50.459,-114.276,0.5117647058823529,sandstone
50.011,-114.265,0.5727272727272728,sandstone
33.591,-114.061,0.5884615384615385,sandstone
51.274,-114.028,0.4307692307692308,sandstone
40.025,-113.903,0.525,sandstone
49.06,-113.881,0.55,sandstone
49.268,-113.837,0.5052631578947369,sandstone
48.544,-113.834,0.54,sandstone
67.538,-113.812,0.6894736842105263,sandstone
38.08,-113.778,0.6666666666666666,metaconglomerate
41.95,-113.756,0.6318181818181818,siliciclastic
39.741,-113.716,0.5850000000000001,siliciclastic
38.91,-113.675,0.5148148148148148,sandstone
37.3,-113.578,0.591304347826087,sandstone
53.661,-113.554,0.4857142857142857,sandstone
44.375,-113.48,0.5541666666666667,siliciclastic
41.136,-113.396,0.591304347826087,siliciclastic
38.341,-112.973,0.668421052631579,siliciclastic
46.435,-112.899,0.5920000000000001,sandstone
48.181,-112.762,0.5117647058823529,siliciclastic
47.316,-112.728,0.5666666666666667,sandstone
42.71,-112.311,0.5666666666666667,sandstone
40.554,-112.298,0.6105263157894737,siliciclastic
39.178,-112.25,0.5444444444444445,siliciclastic
75.242,-112.206,0.5,sandstone
36.03,-112.18,0.5277777777777778,sandstone
45.435,-112.118,0.6192307692307693,sandstone
38.392,-112.108,0.6111111111111112,sandstone
40.003,-112.025,0.5263157894736842,sandstone
32.252,-111.665,0.61875,sandstone
57.363,-111.629,0.5285714285714286,sandstone
40.98,-111.616,0.5709677419354838,sandstone
41.705,-111.593,0.6083333333333333,sandstone
40.246,-111.536,0.55,sandstone
77.912,-111.246,0.5,sandstone
48.432,-110.888,0.4904761904761905,siliciclastic
40.245,-110.82,0.5066666666666666,sandstone
41.611,-110.711,0.6277777777777778,sandstone
49.364,-110.676,0.505,sandstone
42.78,-110.618,0.6111111111111112,sandstone
44.513,-110.578,0.609375,siliciclastic
1.297,-110.521,0.5,calcareous ooze
0.183,-110.52,0.5,calcareous ooze
52.519,-110.451,0.4846153846153846,sandstone
33.878,-110.44,0.5944444444444446,sandstone
66.73,-110.334,0.6578947368421053,siliciclastic
54.432,-110.303,0.5307692307692308,sandstone
31.62,-110.15,0.6535714285714286,sandstone
35.951,-109.905,0.5352941176470588,sandstone
43.6,-109.836,0.65,sandstone
7.211,-109.751,0.35,calcareous ooze
11.224,-109.594,0.425,calcareous ooze
70.889,-109.575,0.5818181818181819,sandstone
46.516,-109.553,0.55625,sandstone
37.891,-109.395,0.6619047619047619,sandstone
62.904,-109.367,0.665,sandstone
40.144,-109.262,0.6095238095238096,sandstone
41.783,-109.208,0.5904761904761905,sandstone
40.859,-109.202,0.55,sandstone
75.957,-108.75,0.5,sandstone
44.761,-108.706,0.5894736842105263,sandstone
48.375,-108.616,0.47368421052631576,sandstone
49.549,-108.599,0.4904761904761905,sandstone
31.666,-108.4,0.5428571428571428,sandstone
42.986,-108.398,0.6333333333333333,sandstone
34.216,-108.395,0.53,sandstone
43.579,-108.382,0.6428571428571429,sandstone
59.504,-108.323,0.6777777777777778,sandstone
32.483,-108.258,0.6083333333333333,sandstone
41.143,-108.081,0.6478260869565218,sandstone
35.896,-108.068,0.5920000000000001,sandstone
22.79,-107.994,0.3,breccia
38.967,-107.8,0.6055555555555556,sandstone
33.075,-107.5,0.5214285714285715,siliciclastic
62.795,-107.493,0.6818181818181818,sandstone
34.153,-107.275,0.4642857142857143,sandstone
44.414,-107.029,0.6,sandstone
47.266,-106.961,0.5043478260869565,sandstone
41.65,-106.911,0.6642857142857144,sandstone
33.808,-106.802,0.48000000000000004,sandstone
37.506,-106.77,0.6655172413793103,sandstone
33.235,-106.642,0.5307692307692308,siliciclastic
38.888,-106.58,0.6125,sandstone
31.909,-106.502,0.5652173913043478,siliciclastic
42.05,-106.493,0.6095238095238096,sandstone
52.175,-106.489,0.48666666666666664,sandstone
32.613,-106.421,0.6476190476190476,sandstone
9.002,-106.113,0.5,calcareous ooze
35.463,-106.076,0.6705882352941177,sandstone
33.051,-105.607,0.4857142857142857,sandstone
41.586,-105.528,0.5850000000000001,sandstone
38.716,-105.525,0.6038461538461539,sandstone
46.209,-105.365,0.4714285714285714,sandstone
77.354,-105.103,0.5,sandstone
49.149,-105.055,0.5045454545454545,sandstone
31.377,-105.046,0.6333333333333334,siliciclastic
50.426,-104.963,0.45,sandstone
48.583,-104.933,0.4842105263157894,sandstone
79.128,-104.688,0.5,sandstone
40.255,-104.566,0.5375,sandstone
42.193,-104.245,0.6272727272727273,sandstone
43.949,-104.206,0.6483870967741936,sandstone
32.355,-104.178,0.4875,sandstone
37.283,-104.148,0.625,sandstone
76.477,-104.08,0.5,sandstone
33.779,-104.016,0.48125,sandstone
36.646,-103.595,0.5681818181818182,sandstone
47.279,-103.421,0.5588235294117647,sandstone
29.585,-103.366,0.5619047619047619,siliciclastic
39.641,-103.333,0.5705882352941176,sandstone
54.645,-103.296,0.6647058823529413,arkose
60.468,-103.182,0.7250000000000001,greywacke
31.472,-103.153,0.55,sandstone
78.441,-103.147,0.5,sandstone
30.452,-103.002,0.5153846153846154,sandstone
46.266,-102.95,0.5399999999999999,sandstone
48.383,-102.95,0.53,sandstone
44.95,-102.878,0.5241379310344828,sandstone
43.516,-102.758,0.5,sandstone
53.659,-102.571,0.51,sandstone
38.283,-102.566,0.5238095238095238,sandstone
42.551,-102.354,0.525,sandstone
32.352,-102.27,0.5285714285714286,sandstone
54.768,-101.881,0.6846153846153846,arkose
34.433,-101.833,0.44000000000000006,sandstone
31.706,-101.775,0.5076923076923077,sandstone
35.5,-101.578,0.5538461538461539,sandstone
75.998,-101.362,0.5,sandstone
28.442,-101.288,0.53125,sandstone
37.583,-101.283,0.47058823529411764,sandstone
39.476,-101.175,0.5055555555555555,sandstone
56.534,-100.906,0.711764705882353,arkose
36.38,-100.886,0.5111111111111111,sandstone
52.163,-100.857,0.5142857142857143,sandstone
48.849,-100.8,0.5083333333333334,sandstone
31.908,-100.616,0.5066666666666666,sandstone
47.246,-100.575,0.5172413793103449,sandstone
78.25,-100.498,0.5,sandstone
49.426,-100.48,0.5789473684210527,sandstone
40.231,-100.423,0.4538461538461539,sandstone
29.658,-100.378,0.6136363636363636,sandstone
45.4,-100.34,0.5409090909090909,sandstone
33.733,-99.983,0.5,sandstone
72.628,-99.899,0.72,metavolcanic
28.423,-99.851,0.5277777777777778,sandstone
22.504,-99.799,0.6,siliciclastic
38.928,-99.595,0.48500000000000004,sandstone
42.402,-99.451,0.4928571428571429,sandstone
32.623,-99.445,0.5166666666666667,sandstone
30.3,-99.416,0.5466666666666667,sandstone
35.936,-99.251,0.5111111111111111,sandstone
50.513,-99.209,0.4846153846153846,sandstone
43.659,-99.176,0.5111111111111111,sandstone
16.381,-98.926,0.45,sand
24.603,-98.922,0.5384615384615384,siliciclastic
31.133,-98.741,0.5608695652173913,sandstone
38.2,-98.707,0.46842105263157896,sandstone
32.033,-98.366,0.45,sandstone
27.403,-98.25,0.44375000000000003,sandstone
39.448,-98.249,0.4863636363636364,siliciclastic
37.436,-98.231,0.48235294117647065,sandstone
45.575,-98.178,0.5,sandstone
75.848,-98.157,0.525,sandstone
21.332,-98.079,0.5875,siliciclastic
33.363,-98.07,0.49230769230769234,sandstone
46.741,-98.056,0.5111111111111112,sandstone
48.566,-98.001,0.53,sandstone
29.44,-97.925,0.5095238095238095,siliciclastic
55.746,-97.893,0.6533333333333334,arkose
61.536,-97.798,0.6722222222222222,greywacke
54.611,-97.762,0.6857142857142857,arkose
34.261,-97.495,0.5285714285714286,sandstone
64.419,-97.469,0.7047619047619048,sandstone
41.95,-97.333,0.5117647058823529,sandstone
31.85,-97.116,0.5352941176470588,sandstone
33.45,-96.971,0.51875,sandstone
48.83,-96.841,0.6166666666666667,sandstone
72.415,-96.757,0.6357142857142858,sandstone
37.766,-96.751,0.5,sandstone
42.916,-96.716,0.5636363636363636,sandstone
78.234,-96.667,0.5,sandstone
43.69,-96.646,0.6666666666666666,chert
39.36,-96.6,0.46,sandstone
34.723,-96.458,0.4307692307692308,sandstone
30.972,-96.442,0.5708333333333334,siliciclastic
36.583,-96.434,0.48125,sandstone
40.212,-96.393,0.41,sandstone
18.689,-96.267,0.5461538461538461,siliciclastic
35.583,-96.248,0.48125,sandstone
43.267,-96.152,0.6080000000000001,sandstone
67.223,-96.11,0.7375,greywacke
41.123,-96.095,0.4625,siliciclastic
50.338,-95.991,0.6833333333333333,sandstone
42.738,-95.85,0.48888888888888893,sandstone
39.446,-95.773,0.4625,sandstone
41.582,-95.626,0.525,sandstone
34.333,-95.458,0.4307692307692308,sandstone
44.767,-95.423,0.64,sandstone
40.433,-95.408,0.43076923076923074,sandstone
75.357,-95.03,0.5,sandstone
35.078,-94.951,0.4785714285714286,sandstone
77.589,-94.802,0.5,sandstone
71.781,-94.738,0.6866666666666668,sandstone
30.286,-94.72,0.4181818181818182,sandstone
74.858,-94.72,0.5,sandstone
80.319,-94.687,0.53,sandstone
32.86,-94.66,0.44705882352941173,sandstone
53.834,-94.605,0.7111111111111111,arkose
9.583,-94.591,0.425,calcareous ooze
73.436,-94.503,0.68125,sandstone
37.97,-94.478,0.5333333333333333,sandstone
45.616,-94.377,0.7230769230769231,graywacke
49.14,-94.333,0.6692307692307693,arkose
17.697,-94.283,0.4666666666666667,siliciclastic
42.511,-94.241,0.54,sandstone
46.633,-94.091,0.6538461538461539,greywacke
41.543,-94.031,0.5214285714285715,sandstone
48.929,-93.863,0.6785714285714286,arkose
36.886,-93.857,0.525,sandstone
31.608,-93.5,0.4307692307692308,siliciclastic
34.266,-93.383,0.5,sandstone
48.483,-93.1,0.7285714285714286,greywacke
80.944,-92.987,0.6411764705882353,sandstone
32.26,-92.98,0.41428571428571426,siliciclastic
40.721,-92.913,0.5235294117647059,sandstone
35.525,-92.895,0.4625,sandstone
43.7,-92.85,0.5,sandstone
42.751,-92.798,0.5176470588235295,sandstone
48.803,-92.775,0.7272727272727273,greywacke
46.415,-92.678,0.65625,arkose
31.04,-92.66,0.4625,sandstone
79.486,-92.597,0.5375,sandstone
51.124,-92.517,0.692857142857143,arkose
38.913,-92.298,0.43333333333333335,sandstone
73.269,-92.28,0.6375,sandstone
18.211,-92.242,0.4538461538461539,sandstone
76.393,-92.19,0.5,sandstone
42.07,-91.828,0.55,sandstone
47.883,-91.716,0.6875,sandstone
16.911,-91.71,0.5764705882352942,siliciclastic
39.828,-91.625,0.4785714285714286,sandstone
32.63,-91.61,0.42,siliciclastic
81.64,-91.515,0.575,sandstone
40.966,-91.17,0.48125,sandstone
56.636,-91.08,0.5611111111111111,sandstone
45.566,-90.986,0.76,sandstone
14.949,-90.914,0.6461538461538462,sandstone
29.67,-90.88,0.42,siliciclastic
-3.095,-90.818,0.5,calcareous ooze
46.408,-90.74,0.6615384615384615,sandstone
78.678,-90.581,0.5,sandstone
65.892,-90.565,0.7142857142857143,anorthosite
42.783,-90.49,0.5375,sandstone
7.921,-90.481,0.37142857142857144,calcareous ooze
47.845,-90.428,0.6375000000000001,sandstone
77.409,-90.37,0.5,sandstone
39.283,-90.323,0.49230769230769234,siliciclastic
34.685,-90.146,0.5142857142857143,sandstone
14.218,-90.103,0.6842105263157895,sandstone
79.852,-89.973,0.5,sandstone
37.719,-89.866,0.4454545454545455,sandstone
16.084,-89.852,0.6583333333333333,sandstone
36.429,-89.762,0.44000000000000006,sandstone
43.233,-89.756,0.65,sandstone
46.366,-89.682,0.65,sandstone
41.24,-89.333,0.516,siliciclastic
44.541,-89.333,0.8,sandstone
32.515,-89.287,0.39999999999999997,sandstone
48.551,-89.204,0.64,sandstone
17.102,-89.123,0.60625,sandstone
15.287,-89.06,0.6736842105263158,sandstone
46.207,-89.039,0.6636363636363636,greywacke
80.873,-88.954,0.5,sandstone
38.646,-88.923,0.5,sandstone
31.632,-88.921,0.41428571428571426,siliciclastic
33.445,-88.875,0.4642857142857143,sandstone
30.48,-88.86,0.4583333333333333,siliciclastic
20.547,-88.762,0.5769230769230769,siliciclastic
13.568,-88.75,0.6,sandstone
34.633,-88.541,0.4307692307692308,sandstone
43.361,-88.35,0.5875,sandstone
45.213,-88.224,0.78,sandstone
30.974,-88.198,0.4928571428571429,sandstone
46.347,-88.191,0.7333333333333334,greywacke
60.526,-88.142,0.56875,sandstone
81.48,-88.031,0.5333333333333333,sandstone
35.916,-88.016,0.4666666666666667,siliciclastic
31.87,-87.96,0.39999999999999997,sandstone
49.252,-87.915,0.6933333333333334,greywacke
43.733,-87.845,0.4956521739130435,siliciclastic
14.812,-87.82,0.68,sandstone
46.034,-87.813,0.7,sandstone
39.341,-87.741,0.4368421052631579,sandstone
30.37,-87.67,0.41818181818181815,sandstone
46.578,-87.64,0.7294117647058824,greywacke
37.467,-87.558,0.46,sandstone
36.806,-87.5,0.4571428571428572,sandstone
34.963,-87.379,0.4833333333333333,siliciclastic
33.165,-87.304,0.5,sandstone
55.168,-87.152,0.631578947368421,sandstone
