latitude,longitude,k_value,description
14.5809,-12.2654,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
20.352,-12.2658,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
22.5784,-14.5754,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
23.6565,-5.2506,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
11.1251,-14.0823,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
22.6405,-4.3719,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
26.2723,-12.383,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.1068,-15.9316,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.1415,-16.0107,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.1055,-16.1331,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.2495,-15.8612,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.2375,-15.7166,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.2557,-16.2144,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.4658,-15.6927,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.4744,-16.224,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.5283,-16.3267,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.4979,-15.9732,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.5635,-15.5505,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
11.4766,-15.1905,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
12.347,-14.7968,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
17.3918,-7.4014,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
21.2645,-1.1826,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
10.4471,-12.4185,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic"
11.831,-16.0719,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
11.8911,-16.2599,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
19.7333,-16.4018,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
15.7155,-10.7829,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
19.7392,-14.2296,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
23.3094,-9.2477,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
22.4243,-15.4176,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleozoic to Precambrian"
10.5833,-8.1396,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
10.3751,-5.9899,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
12.9046,-11.5922,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
23.1106,-13.0121,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
24.1937,-11.9783,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
12.3421,-8.4002,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
12.6729,-11.7554,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
13.8982,-11.848,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
14.7285,-11.435,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
25.3888,-7.8902,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
11.283,-9.1346,0.4,Lake
12.1632,-8.2595,0.4,Lake
12.6385,-7.9246,0.4,Lake
12.661,-7.8034,0.4,Lake
13.6507,-6.0371,0.4,Lake
16.0527,-16.4128,0.4,Lake
16.4408,-15.8852,0.4,Lake
16.1051,-13.7736,0.4,Lake
46.8323,5.0594,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
8.1151,-9.8544,0.4,"Continental crust, Undifferentiated facies - Archean"
7.899,-5.537,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
14.9768,11.2963,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
13.7172,-5.1163,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
11.3159,-9.0268,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
29.5405,-9.0046,0.4,"Continental crust, Undifferentiated facies - Archean"
30.4431,-7.3661,0.4,"Continental crust, Undifferentiated facies - Archean"
28.0648,-9.1157,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
31.3611,-4.5027,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
25.3696,-19.3711,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
29.9278,-12.6069,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
33.7816,-14.3413,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
35.0149,-12.8963,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
36.5066,-11.4713,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
36.6925,-11.0903,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
36.7254,-14.1883,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
23.6565,-5.2506,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
29.4327,-4.2468,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
29.9485,-7.4349,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
38.3132,-7.2934,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
31.9151,-8.2271,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
32.8338,-7.9346,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
33.3334,-6.3416,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
39.4816,-1.9579,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
30.2163,-9.1986,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
27.0206,-7.3074,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
37.5574,-7.6938,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
37.734,-5.9471,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
38.355,-7.95,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
38.3605,-5.1501,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
39.211,-7.377,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
39.3365,-6.0644,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
39.9914,-7.1848,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
40.3923,-4.9092,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Upper Paleozoic"
31.717,-9.4587,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
38.9247,-6.2421,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
26.2723,-12.383,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
30.3048,-4.3654,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
31.4344,-9.2305,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
32.8978,-7.3918,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
35.0083,-4.644,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
37.1456,-8.23,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
39.6641,-8.8357,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
29.2534,-13.507,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
29.4036,-13.5062,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
37.259,-5.3787,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
27.7427,-18.0152,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
27.9494,-15.5862,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
28.1057,-17.2177,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
28.276,-16.5572,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
28.4116,-14.0258,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
28.6905,-17.8432,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
29.0306,-13.6356,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
32.4369,-16.4804,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
32.5331,-16.5133,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
32.7481,-16.9855,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
33.0717,-16.3382,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
32.1463,-7.8362,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
33.3478,-7.4426,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
34.9317,-1.1677,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
38.776,-8.474,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
39.8094,-3.1066,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
23.3094,-9.2477,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
30.7848,-6.9076,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
25.3888,-7.8902,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
38.1865,-6.0658,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
37.1011,-2.9858,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Mesozoic to Paleozoic"
46.8323,5.0594,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
27.746,-18.0197,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
27.8826,-15.5432,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
28.0988,-17.1784,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
28.2813,-16.4163,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
28.6315,-17.8084,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
28.6232,-13.8189,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
32.6512,-16.7952,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
33.0844,-16.3391,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
34.1306,1.0732,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
14.9768,11.2963,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
28.7871,14.6965,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
29.4766,-9.4882,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
39.7075,-6.3075,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Lower Paleozoic to Neoproterozoic"
1.4957,12.0753,0.4,"Continental crust, Undifferentiated facies - Archean"
-0.721,9.8793,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
-0.6847,8.9982,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
-1.2538,9.2037,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
-1.4506,5.6305,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
7.6835,-0.8213,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
9.3895,-0.2476,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
5.2607,-3.8685,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
8.9333,0.9471,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
9.9526,-1.1325,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
8.4179,-5.3001,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
7.2291,-3.0944,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
5.5464,-1.1181,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
7.5784,5.6683,0.4,"Continental crust, Undifferentiated facies - Archean"
9.3644,8.2707,0.4,"Continental crust, Undifferentiated facies - Archean"
7.5177,-0.142,0.4,Lake
5.23,8.8233,0.4,"Continental crust, Undifferentiated facies - Archean"
5.877,0.5018,0.4,"Continental crust, Undifferentiated facies - Archean"
11.215,7.5953,0.4,"Continental crust, Undifferentiated facies - Archean"
10.984,5.7833,0.4,"Continental crust, Undifferentiated facies - Archean"
6.8868,3.8043,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
3.9118,9.799,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
6.025,5.5513,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
0.2275,6.6062,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
6.8496,10.276,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
7.652,2.1989,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
7.9728,3.4383,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
8.6095,2.4506,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
1.6227,7.3988,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
3.7142,8.926,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
4.4479,9.2773,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
5.0203,9.998,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
5.8048,10.5204,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
9.411,7.9478,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
7.2107,6.1027,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
8.6068,4.3861,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
8.538,3.0382,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
9.1898,3.8167,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
8.0256,5.046,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
10.0749,6.3379,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
4.4579,7.4057,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
4.4374,7.235,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
4.9774,6.2575,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
3.478,8.692,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
8.2688,9.8557,0.4,Lake
7.2069,7.0579,0.4,Lake
9.0071,5.3055,0.4,Lake
10.459,4.5497,0.4,Lake
46.8323,5.0594,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
19.6434,103.5209,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
7.899,-5.537,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
14.9768,11.2963,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
11.8949,-0.9541,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
8.9035,2.8983,0.4,"Continental crust, Undifferentiated facies - Archean"
6.8269,10.2796,0.4,"Continental crust, Undifferentiated facies - Archean"
8.265,9.107,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
6.3634,13.9171,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
11.0507,8.2666,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
4.3937,6.4776,0.4,"Continental or island shelf (depth lower than 200 m), except Antarctica"
9.3895,-0.2476,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
23.6565,-5.2506,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
22.6405,-4.3719,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
21.2645,-1.1826,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
8.9333,0.9471,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
9.9526,-1.1325,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
8.4179,-5.3001,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
7.2291,-3.0944,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
12.8013,-2.0676,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
13.4304,0.9626,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
13.9606,-0.7889,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
25.3888,-7.8902,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
9.3644,8.2707,0.4,"Continental crust, Undifferentiated facies - Archean"
10.7977,4.5323,0.4,"Continental crust, Undifferentiated facies - Archean"
10.9257,7.9656,0.4,"Continental crust, Undifferentiated facies - Archean"
11.3535,4.7577,0.4,"Continental crust, Undifferentiated facies - Archean"
13.6507,-6.0371,0.4,Lake
14.8138,-4.0566,0.4,Lake
15.4946,-4.1548,0.4,Lake
16.0031,0.1385,0.4,Lake
16.2344,-3.4327,0.4,Lake
16.6902,-0.2413,0.4,Lake
16.8442,-2.154,0.4,Lake
16.985,-0.833,0.4,Lake
13.9584,-2.9099,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
24.4312,9.6437,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
24.7471,8.9679,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
11.215,7.5953,0.4,"Continental crust, Undifferentiated facies - Archean"
10.984,5.7833,0.4,"Continental crust, Undifferentiated facies - Archean"
14.0458,9.5833,0.4,"Continental crust, Undifferentiated facies - Archean"
18.2097,1.869,0.4,"Continental crust, Undifferentiated facies - Archean"
18.6879,8.4755,0.4,"Continental crust, Undifferentiated facies - Archean"
21.0188,1.8837,0.4,"Continental crust, Undifferentiated facies - Archean"
21.0203,2.4816,0.4,"Continental crust, Undifferentiated facies - Archean"
22.5296,6.1132,0.4,"Continental crust, Undifferentiated facies - Archean"
23.2398,2.8257,0.4,"Continental crust, Undifferentiated facies - Archean"
23.8192,6.8989,0.4,"Continental crust, Undifferentiated facies - Archean"
22.52,8.0071,0.4,"Continental crust, Undifferentiated facies - Archean"
24.8755,5.6273,0.4,"Continental crust, Undifferentiated facies - Archean"
25.1303,7.5318,0.4,"Continental crust, Undifferentiated facies - Archean"
23.826,5.1474,0.4,"Continental crust, Undifferentiated facies - Archean"
21.6677,6.9891,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Lower Paleozoic"
20.0706,7.234,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Upper Paleozoic"
12.465,5.2275,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
14.8222,5.8834,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
18.1566,9.4804,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
16.1719,7.9588,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
18.7127,4.3784,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Mesozoic"
20.178,3.3393,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
19.8208,4.8012,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
19.1006,1.0715,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
21.6649,8.8834,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
24.7356,6.5872,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Cenozoic"
23.6448,10.1443,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
24.0026,9.0871,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
23.4403,7.3333,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
23.6292,5.8074,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
25.0706,8.002,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
25.272,5.9752,0.8,"Continental crust, Extrusive volcanic rocks (traps exepted) - Cenozoic"
22.8038,6.6289,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
23.805,2.2912,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Neoproterozoic"
20.3829,1.7047,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
20.8468,5.5729,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
21.6431,3.5871,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
22.801,5.4762,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
24.5284,5.3219,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
24.4953,3.6404,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Neoproterozoic"
10.0749,6.3379,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
11.4584,5.1642,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
14.5351,0.3981,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
21.9211,5.5166,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
23.7832,6.2167,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
24.5632,3.0773,0.5,"Continental crust, Sedimentary rocks or undifferentiated facies - Paleoproterozoic"
12.5327,6.5509,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
17.8959,1.383,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
19.8813,2.0399,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
22.0727,3.0013,0.9,"Continental crust, Endogenous rocks (plutonic and/or metamorphic) - Paleoproterozoic"
